,Title,Description
719,"Django Developer - Montréal, QC - Indeed.com","About us
Omnigate performs private and govt. contracts for I.T. related projects.
Django Developer
Task Description:
Technologies
Python/Django
SQL database
AWS (Amplify, IAM, Cognito, etc.)
Version control / Git
Intermediate knowledge of Unix shell commands
Job Duties and Responsibilities:
Implementation of software features that meet both technical and business needs based on written and visual/design specifications
Writing automated unit tests
Use of organizational and digital communication software to effectively contribute to assigned tasks
Test and debug software applications
Work closely with the development team and product managers to understand existing software architecture and product specifications
Contribution of ideas for process improvement, including coding practices, standards and tools
Staying well-informed of the latest developments in the technologies powering our stack
Skill Set:
Intermediate/Senior Django dev
Experience in small projects (self-managed)
Able to work with big teams (task organization & collaboration)
Good communication (daily self-progress review & team meetings)
Autonomy
Maturity (ability to give and take feedback well)
Quality-centric Mindset
Fluent in English reading, writing and speaking
Nice to have
Knowledge of CI/CD pipelines
Terraforming servers and databases and other supporting infrastructures
Interests towards open-source software
Passion for products and start-ups
Interests towards project management skills
Passionate towards problem solving
Constant curiosity & desire to learn
Expected Start Date: 2021-11-29
Job Types: Full-time, Permanent
Salary: $43,548.00-$58,000.00 per year
Benefits:
Work from home
Schedule:
8 hour shift
Work remotely:
Yes"
720,"Associate Software Engineer - Toronto, ON - Indeed.com","At Broadridge, we are driven by the success of each of our 10,000+ associates. We are committed to building a diverse team at all levels, and we look for candidates who are innovative, client-focused, and excited to move forward. That’s why we’ve created a culture where the highest goal is to empower others to achieve more. If you’re passionate about developing your career, while helping others along the way, come join us and be part of the Broadridge team.
Job Description
Reporting to the Manager/Director, Applications Development, the Associate Software Engineer will be responsible for the analysis, design, development, maintenance, providing production support, participating in testing, and providing support for the installation of the information systems.
The Associate Software Engineer will participate in the software development cycle (R&D, implementation, and testing) and be given the opportunity to interact with clients. Associate Software Engineer will work in a small team, reports to a Development Manager, and be responsible for application and database development.
Associate Software Engineer will typically work under specific direction and guidance rather than general supervision and independence.
Key Job Functions/Responsibilities
R&D, development, and testing of new products, system enhancements, and defects
User interface design and API implementation
System Design & Review: participate in focus groups, brainstorming session, and customer meetings
Development time estimation & production of release note documentation
Adhere to technical system & functional business specifications and requirements
Provide implementation, configuration, and general conversion support
Investigation and resolution of critical system problems and real-time production issues
Supporting Business Analysts and Quality Assurance professionals
Participate in the recognition of individual success and team achievements to foster commitment and an engaging work environment
Provide timely updates to their manager
Basic Skill Level Requirements
Education:
Degree or diploma in Computer Science, Computer Engineering, or related discipline
Experience:
Good understanding and working knowledge of relational databases (SQL Server, Oracle, or similar systems)
Experience with object-oriented programming (Java, C#, or similar languages)
Experience designing and building web-based applications
Experience with Windows and UNIX
Excellent analytical and communications skills
Brokerage or financial industry experience will be considered an asset (not mandatory)
Skills:
Excellent analytical and communications skills
Performs routine assignments in the entry level job progression
Recruitment Process
COVID-19 has accelerated change across our workplace, including our hiring practices. As a result, throughout your application process, you may be asked to connect with us virtually, and may not be required to meet in-person. Our recruiters will explain how virtual interviews will be held throughout the recruitment process, and they will be able to answer any questions you might have.
Workplace Flexibility
We are committed to supporting flexible work arrangements, investing in technology or other resources to enable you to work from home effectively, wherever possible.
At this time the role will start as full-time remote, as all of our associates are working from home. You should have a basic home office set up, high-speed internet, and the ability to work without distractions during core business hours. When everyone is able to return to the office this role will be hybrid, offering the right balance of virtual working and on-site activities (based out of our British Columbia or Ontario office location) for associates and clients as per the specific requirements of each role.
Accessibility & Accommodation
Broadridge is an equal opportunity employer and is committed to a diverse and inclusive workplace ensuring that equal employment opportunities are provided to all individuals, regardless of race, colour, gender identity, sexual orientation, marital status, creed, age, disability, religious affiliation, or national origin or citizenship. If you require any accommodations during the recruitment process, please notify our recruitment team."
721,"software engineer - Scarborough, ON - Indeed.com","Specific Skills
Collect and document user's requirements and develop logical and physical specifications
Research, evaluate and synthesize technical information to design, develop and test computer-based systems
Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Repetitive tasks
Handling heavy loads
Attention to detail
Sitting
Tight deadlines
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Client focus
Judgement
Organized"
722,"Intermediate Front-End Developer - Toronto, ON - Indeed.com","Mobile Web is becoming the preferred medium of choice for the mass audience and continues to be the main focus to help deliver quality service and products.
We are looking for a Front-End Developer who shares our vision in the company and to help lay the foundation for our growing team.
This is a pivotal position in shaping the user experience and delivery or our products for our audience. The ideal candidate is a highly resourceful individual who is great at solving problems and getting their work done.
As a core member, you will be helping develop the culture and quality standards for our team.
Your responsibilities will include:
You would be a core member of our development team and help to shape the products/services for our platform.
Continue to innovate and develop new features for web and mobile apps (iOS and Android platforms).
Developing user experience / UX concepts is crucial for our users and as a senior member of our team, you help maintain the high performance and innovation for this area.
Collaborative teamwork and taking a leadership role in fostering internal growth of technical design and innovation within the team. Communication is a must-have when delivering the message amongst your team and to our clients.
WHAT YOU BRING TO THE TEAM:
Bachelor's degree in Computer Science or Engineering OR a strong software development background or 3+ years of strong professional programming experience
Strong knowledge of :
HTML5 / CCS3
Strong understanding of Vanilla JavaScript & jQuery
Knowledge of VueJS an asset
Understanding of Mobile-First Design practices
iOS & Android Development (Good to have or a strong willingness to learn)
Strong understanding and a student of User Experience
We are a Results-Oriented Working Environment where a great amount of responsibility is given to you as well as the rest of the team.
The expectation is to deliver quality results time after time. Our culture is an integral part of our company's success and continues to drive us forward in building great products and delivering great customer service.
We’re growing! Our Mall Maverick platform is taking off helping to deliver digital marketing solutions to clients across Canada and the US. Our company culture and is built upon high-performance delivery made up of great people who are willing to solve problems and to tackle challenges together as a team. We’re looking for positive/talented team players to help us continue to change the landscape of digital retail marketing.
Job Type: Full-time
Salary: $50,000.00-$75,000.00 per year
Benefits:
Casual dress
Dental care
Extended health care
Flexible schedule
Paid time off
Vision care
Schedule:
Monday to Friday
Work remotely:
Yes"
723,"Back End Developer - Toronto, ON - Indeed.com","Diversio is looking for a Back End Developer.
As a Back End Developer at Diversio, your primary responsibilities will include being a key pillar of our strategy for 2021 and executing an ambitious growth plan. You are interested in learning about Diversity & Inclusion and how Diversio can help businesses enhance their efforts. You are inquisitive, well organized, hardworking, and have a history of success in reaching your targets. You bring a positive attitude and demonstrate creative problem-solving when approaching technical issues, and maintain meticulous attention to detail and implementation.
Responsibilities:
Take an idea, concept, or mock-up and write efficient, robust and well-tested production-ready code.
Demonstrate proficiency with our stack, which is composed of Python, Django, PostgreSQL and React (hosted on AWS).
Use GitHub for pull requests and code reviews, as well as, Slack, CircleCI, Sentry, ClickUp, Confluence, New Relic, BrowserStack, etc.
Qualifications:
1-2 years of experience with Python and Django
1+ years of professional work experience
Experience working in an Agile environment
Good SQL and databases knowledge, PostgreSQL, MySQL or comparable RDBS experience
Good understanding of best coding practices and standards
BONUS: Experience with writing tests in Python, Django and React is a plus
BONUS: Experience with Git and/or Github
BONUS: BS/MS in Computer Science or engineering is helpful, but not required
BONUS: Knowledge of NumPy, SciPy, Pandas, or popular machine learning libraries is good to have but not required
Our value proposition to you:
A unique opportunity in a key role at a fast-growing technology company that is setting the global standard for a key social imperative
An opportunity to drive change in DEI globally
Flexibility to work remotely where you want and when you want
Flexible time-off policy
Career development and a path to promotion within the company
Fun, supportive, and enthusiastic team environment
About Us
Diversio is a technology company setting the global standard for diversity and inclusion. With offices in Toronto, New York City, and London, Diversio has clients in over 30 countries and is the provider of choice for governments and leading corporations worldwide. Their people intelligence platform leverages artificial intelligence to uncover D&I gaps and recommends unique solutions to organizations. Diversio tracks improvement over time to ensure companies stay accountable and make meaningful progress on diversity and inclusion.
For more on Diversio, check us out in Bessemer’s State of the Cloud 2021 report or on Pitchbook. You can also visit our website, www.diversio.com"
724,"Excel VBA Developer - Markham, ON - Indeed.com","Key Role
The Excel VBA Developer is responsible for building advanced models in Microsoft Excel within Scarsin’s enterprise platform, i2e -Integrated Insight Environment. Under the supervision of the Forecasting Services Director, the successful candidate will use their development mindset to implement forecast models within Excel in i2e incorporating extensive automation and conditional logic. Scarsin leverages Excel to develop custom UI to suit user requirements for specific projects. For this role, Scarsin requires a candidate who will bring a strong object-oriented approach to workbook development.
Duties and Responsibilities
Develops advanced Excel forecast models incorporating extensive programmatic functionality (VBA);
Ensures the forecast models meet the business and technical requirements laid out by the stakeholders;
Uses business logic, recognizes client needs and possesses very strong Excel skills to create forecast models based on best practice methodologies;
Quality checks completed models for adherence to specified business logic, calculation errors, and formatting;
Remains current with technologies and best practices within the development space, as well as disseminating new best practices to other team members;
Mentors other forecast model developers on the team and ensuring appropriate development practices are followed;
Participates in client briefings to understand the requirements;
Understands forecast models provided by clients for integration into i2e;
Interacts with cross-functional teams such as Data Integration, Model Development and Data Visualization teams in order to complete tasks/projects;
Participates in team meetings for aligning with team's daily and weekly goals;
Performs all tasks assigned by Manager, Forecasting/Team Lead.
Required Knowledge, Skills, and Experience
The successful applicant will have:
A university degree in Computer Science or equivalent;
Strong skills in Object Oriented Design;
Strong skills in VBA
Advanced Excel skills, includingformulas and functions, such as; pivot tables, reference indexing, VLOOKUP, SUMPRODUCT, SUMIFS, OFFSET, CHOOSE, IF statements, macros (mandatory).
2
years working analytical experience with forecasting models.Pharmaceutical forecasting experiencean asset
Knowledge of the following Programming languages:
VBA - strong skills required
C# VSTO Development - experience an asset
SQL - experience an asset
R - experience an asset
Attention to detail;
Strong work ethic and demonstration of professional standards;
Proven ability to easily learn new software applications, industries, and technologies;
Proven ability to easily absorb and demonstrate new concepts and technologies as well as industry-specific knowledge and expertise;
Demonstrated exceptional attention to detail and high-quality workmanship towards the delivery of world class solutions that are both robust and flexible;
Proven, motivated self-starter;
Proven skills in time management, problem solving and decision making;
Ability to work well under pressure, prioritize, multi-task and maintain flexibility in a fast-paced environment;
Ability to work autonomously on multiple projects and associated deliverables;
Strong communication skills and the ability to work in a collaborative team environment;
Solid written and spoken English language;
Logical / methodical thinking / problem solving;
Mentoring skills;
Preference for fast paced, rapid start-up culture demonstrating the values of results, teamwork, energy, agility, respect, and can-do environment.
Expected start date: 2021-10-04
Job Types: Full-time, Permanent
Salary: $70,000.00-$90,000.00 per year
Additional pay:
Bonus pay
Benefits:
Dental care
Extended health care
Life insurance
Work from home
Schedule:
Monday to Friday
Application question(s):
Do you have VBA experience?
Experience:
Microsoft Excel: 3 years (preferred)
Work remotely:
Yes"
725,"Software Developer, Test - Calgary, AB - Indeed.com","The Role
As part of the Rigsite Systems testing team, you will work closely with software engineers and product owners to assess risks, come up with requirements and plan automated tests. In addition, you will be responsible for creating, reviewing, executing and maintaining automated tests and being part of an integrated agile team. The selected candidate will assist with the automation architecture and test automation frameworks to facilitate the development and execution of functional and integration testing across the Rigsite product suite. Test automation is critical to the Rigsite team’s efforts to move towards continuous deployment. Your background in software QA will ensure the integrity of products and provide a test mindset in efforts to automate test execution.
Essential Duties and Responsibilities
Work as a member of an agile team to develop automated tests by analyzing user stories, acceptance criteria, participating in design reviews and collaborating with developers, and product owners
Develop a thorough understanding of products and projects to understand what is required for testing
Experience developing and maintaining test automation framework
Understand existing framework, identify potential improvements such as performance, reliability and implement necessary changes.
Expand existing framework to support test automation on new products and features
Create and execute automated test on a scheduled basis
Create scripts to be run on automated test tool and frameworks
Create and maintain document findings based on testing
Develop reporting dashboards and reporting mechanisms for key automated tests
Troubleshoot failures as required to ensure repeatability of tests
Evaluate existing processes and identify opportunities for automation or improvement
Perform other operational duties as required
Knowledge, Skills, and Abilities
Development skills in one or more languages like Java, JavaScript, Python
Have a high degree of development understanding within the area of automation
Experience with build and deployment tools such as Jenkins,
Experience with automation tool such as Selenium
Experience with subversion, GIT or background in an equivalent source code management tool
Experience in object oriented design and implementation
Experience developing and testing project and products in an agile environment
Effective investigation skills, and ability to clearly document findings
Clear written and verbal communication skills
Ability to handle multiple tasks simultaneously in a complex, fast paced environment
Strong aptitude for troubleshooting and problem solving
Ability to work autonomously or with little guidance
API testing, SQL script knowledge is an asset
Hybrid Work Environment
This position allows the opportunity for an employee to work in a hybrid environment where a portion of their role is in the office and the other portion remote.
Application Process
If this sounds like Your Pason, and you are seeking a dynamic work environment where you will join a talented group of imaginative and creative people, then we would like to hear from you. We invite you to www.pason.com/careers to apply. No telephone calls please. We thank all applicants in advance, however, only those selected for an interview will be contacted.
Experience
Required
2 year(s): of experience in software test automation and verification
3 year(s): of experience in software testing and verification
Education
Required
Bachelors or better in Engineering - Software or related field
Bachelors or better in Engineering - Computer or related field
Bachelors or better in Computer Science or related field
Behaviors
Preferred
Team Player: Works well as a member of a group
Innovative: Consistently introduces new ideas and demonstrates original thinking
Functional Expert: Considered a thought leader on a subject
Enthusiastic: Shows intense and eager enjoyment and interest
Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well
Dedicated: Devoted to a task or purpose with loyalty or integrity
Motivations
Preferred
Work-Life Balance: Inspired to perform well by having ample time to pursue work and interests outside of work
Self-Starter: Inspired to perform without outside help
Goal Completion: Inspired to perform well by the completion of tasks
Ability to Make an Impact: Inspired to perform well by the ability to contribute to the success of a project or the organization
Job Type: Full-time
Salary: $51,757.52-$118,382.95 per year"
726,"Java Developer - Burlington, ON - Indeed.com","What We'll Bring:
Protecting the health and wellness of our associates and candidates considering a career at TransUnion is our highest priority. In supporting this vision, our recruitment and new hire experience for this role is fully virtual for the time being. Candidates interviewing will get to know our team over the phone and video, and this role will operate virtually upon hire until we return to the office. Even though we’re not physically together right now, our goal is to provide you a supportive candidate and new hire experience that will immerse you in our culture and set you up for success at TransUnion.
At TransUnion, we are dedicated to finding ways information can be used to help people make better and smarter decisions. As a trusted provider of global information solutions, our mission is to help people around the world access the opportunities that lead to a higher quality of life, by helping organizations optimize their risk-based decisions and enabling consumers to understand and manage their personal information. Because when people have access to more complete and multidimensional information, they can make more informed decisions and achieve great things.
Every day TransUnion offers our employees the tools and resources they need to find ways information can be used in diverse ways. Whether it is helping businesses better manage risk, providing better insights so a consumer can qualify for their first mortgage or working with law enforcement to make neighborhoods safer, we are improving the quality of life for individuals, families, communities and local economies around the world.
What You'll Bring:
Working experience in delivering Java based enterprise level applications
Experience with SOAP or REST web services
Fluency in SQL and Unix-based file systems
Knowledge of Git, Mercurial, Jenkins, Artifactory, Rhodecode, Sonar
Knowledge of Agile Scrum and Kanban – Rally
Broad and in-depth technology skills including Java, relational databases, ETL tools, Windows and Linux servers, networking
Familiar with AWS Cloud or Azure Cloud, is an asset
Experience in gated delivery pipeline for Java based applications
Strong at understanding requirements and transforming business requirements into appropriate technical solutions
Experience interacting with business users to accurately understand their business area and their requirements
Focused work ethic, with openness and drive to explore new ideas and technologies
Excellent analytical skills and the ability to provide alternative solutions to technical problems
Good understanding of theories, methodologies and principals underlying software development.
Strong communications and interpersonal skills
Excellent documentation skills
Impact You'll Make:
The incumbent will deliver solutions using JEE and Java Web applications across the TransUnion enterprise. As a member of an experienced software team, the Java Developer will help drive these solutions to provide a best in industry standard for quality, innovation, and efficiency. The Application Development supports TransUnion’s business and consumer systems by improving the efficiency of business operations, applications and operating systems. Flexibility and openness are valued in our entrepreneurial, business-casual environment. We appreciate quick-learning IT professionals with inner drive, a strong work ethic and a desire to grow.
Partner with internal business resources and technical teams to analyze and implement requirements
Participate in development and deliver code with consistency, quality, best practices and performance of applications
Collaborate with cross-functional technology teams
Ensure Transunion design patterns, frameworks, and architectural standards are implemented consistently across the organization
Accountability for quality of code and application development
BS Degree in Computer Science or equivalent
Overall 3-5 years of experience
Accommodation is available, including for applicants with disabilities, in accordance with applicable laws.
TransUnion's Internal Job Title:
Consultant, Applications Development"
727,"Junior DevOps Developer - Calgary, AB - Indeed.com","Helcim is searching for a Junior DevOps Developer to be responsible for building and maintaining our next generation infrastructure. If you’re passionate about networks, security, automation, cloud integration or Linux, and enjoy working on numerous projects, this is the ideal role for you. As a member of our team, you will be working on numerous ongoing and new projects.
Helcim is a fast-paced, high-demand company and team members must work well under pressure. The ideal candidate will embody our values and culture, and be a steward of The Way of the Helcim (see link below to our culture book).
Typical duties
Building and maintaining Infrastructure as Code (IaC).
Play an integral part in creating, distributing, and maintaining CI/CD workflows across interdisciplinary teams.
Coordinate with other team members and departments on larger projects, as well as making sure that all systems are communicating effectively.
Perform system updates and install security patches; stay up-to-date with the latest security standards and vulnerabilities.
Assist in designing new network/infrastructure architectures.
Assist cybersecurity team with regular security scanning and reporting.
Things you could be working on
Containerizing web applications for use in the cloud.
Building and deploying Kubernetes infrastructure across distributed datacenters.
Creating pipelines to automate deployment, testing, and linting of various complex code projects.
Automating and improving observability via the Elastic stack.
Qualifications
Bachelor's or technical degree in computer programming, software engineering, computer science or object-oriented software development.
Experience with Linux operating systems. Work, school, and home usage are all valid.
Interest in working with both physical and cloud infrastructure components.
Experience with distributed version control systems, such as GIT.
Experience with MySQL or other SQL database systems.
Experience with Docker, Jenkins, Kubernetes, or other containerization platforms is an asset.
Experience working with cloud solutions (AWS, Google, Azure) is an asset.
Interest in the information/cybersecurity field is an asset.
Why Helcim?
Our mission is to be the world’s most loved payments company. Everyday we’re inspired to give small businesses every possible edge to thrive and enrich the souls of our communities. That’s why thousands of merchants across Canada and the US choose to partner with Helcim. We’re one of Calgary’s fastest growing fintechs - ranking on the Globe and Mail’s 2019 list of Canada’s Top Growing Companies, and Deloitte’s 2020 Technology Fast 500.
Culture is hugely important to us - we’re friendly and collaborative, working together to achieve big goals. We focus on hiring determined and passionate individuals, surrounding you with other amazing people, and strive for everyone to help create an environment where you can thrive and make an impact. We invite you to explore our culture book at: https://www.helcim.com/theway/
At Helcim we build teams of engaged, caring and intelligent people. In return we provide an environment where you’ll be excited to come to work each day and tackle challenges with your colleagues. As part of our team you’ll receive amazing benefits including a competitive salary, paid health benefits, stock options and generous vacation time. You’ll also enjoy company provided snacks and team lunches to keep yourself fueled and the opportunity to recharge and connect with your team members at company social events.
We invest a lot of time and energy imagining and creating a company and culture that encourages discussion, the trade of ideas, and the execution of amazing products and services. We’re friendly and collaborative, working together to achieve big goals. If you want to join our team and feel you can contribute to the growth and success of our company - we want to hear from you!
Join Our Team
If you would like to be considered for this position, please submit your Resume and Cover Letter through the ""Apply for this Job"" button at the link below.
Candidates must also be eligible to work in Canada. Helcim uses a hybrid work structure where team members can work 3 days in the Calgary office and 2 days at home. Staff are required to be fully vaccinated to work in our office and participate in company events."
728,"Software Developer, Algorithmic Trading - Toronto, ON - Indeed.com","What is the opportunity?
You'll be joining a team of high performing data scientists, data engineers and software developers building and supporting the AI-based models that underpin the next generation of trading algorithms for our Canadian Equity business.
Day to day, your work runs the full SDLC gamut from requirements gathering, design and development, testing, deploying to production and supporting your solution in production.
You will be working in a fast-paced environment, juggling many competing priorities, and will be communicating directly with senior business stakeholders to understand the business use cases and ensuring your solution is fit for purpose.
What will you do?
Work in an agile team with other developers, quality analysts, data scientists, and business stakeholders to continuously iterate and deliver new- and maintain existing- RL models
Identify and implement solutions to optimize performance
Meet deadlines in support of a fast moving release cycle
Leverage cutting-edge research and techniques with continuous improvement in mind
What do you need to succeed?
Must Have
BS degree in Computer Science, Software Engineering, similar technical field of study or equivalent practical experience
3+ years’ experience developing applications in Python and Java
Experience with Python-based ML packages (SciKit Learn, NumPy, TensorFlow)
Excellent written and verbal communication
Nice to Have
Experience with algorithmic, or electronic trading
Experience with Reinforcement Learning (RL)
Experience programming in a high throughput, low latency environment
Experience working in an Agile environment
What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicable
Leaders who support your development through coaching and managing opportunities
Ability to make a difference and lasting impact
Work in a dynamic, collaborative, progressive, and high-performing team
A world-class training program in financial services
Opportunities to do challenging work
Opportunities to take on progressively greater accountabilities"
729,"Business Intelligence Developer - Greater Toronto Area, ON - Indeed.com","Job Description:
We’re a naan traditional company…
What is the recipe for a great career at FGF?
Working at FGF Brands, there is never a dull moment! As a successful company that is continually growing there is always challenging yet rewarding work to be a part of. We have an
entrepreneurial
spirit which encourages all our team members to use their own
creativity
and
out of the box
thinking to come up with solutions and new ideas.
Let’s be frank. FGF is not for everybody. Our culture is unique. We dive headfirst into the unknown. If you’re fun-loving, talented and fearless, we’re for you.
What FGF Offers:
Disruptive and a naan-traditional mindset
An inclusive and dynamic culture
Accelerated career progression
Commitment to learning and development
Opportunity to be impactful
Competitive compensation
Job Summary
The business demand for data insights is ever increasing. As the BI developer (Modeling) will need to find new and creative ways to extract, load and transform data from various source systems and build data models to support FGF Brands insight driven initiatives. Creativity in the design process is a key competency for this role as projects / business requirements will be constantly changing. Support creating Power BI and SAP SAC reports based on business requirements with linked content, drilldowns and nested parameters. Design data architecture structures to support BI Initiatives. Optimize dashboards/data warehouse with a focus on usability, performance, flexibility and standardization.
Reporting to the Director, Insight & Analytics the Business Intelligence Developer will be responsible for the following duties, and complete special initiatives and projects as assigned.
Key Responsibilities
The BI Developer will create automated reporting in all business functions, driving competitive advantage for FGF brands and facilitating faster and better management decisions.
The BI Developer will be responsible for developing and maintaining enterprise and department-level data-interfaces and reporting solutions using SAP HANA, SQL / Microsoft Azure suite and other to be determined tools and other data sources / systems as required.
Must be able to build and maintain back-end solutions of views/models to be consumed by other BI Developers or business users, as well as customer facing front end reporting models/visualizations.
Assist in operational and customer support related to the use of the in-house developed products.
Responsible for FGF brands ETP (Extract, Transform, Present) strategy and implementation.
Viewed as a technical expert and is critical resource across multiple disciplines.
Mentors other team members and application developers on technical solutions.
Qualifications
Bachelor’s Degree in Computer Science and/or Relevant Work Experience.
4+ Years of SQL Development Experience.
2+ Years’ experience with BI technologies
Expert Technical Ability (HANA Studio, Power BI, Tableau, SAC, Microsoft Apps/Azure Suite, WEBI, SQL, SSAS, SSIS). Strong analytical and problem-solving ability.
Hands on experience with SAP system with ability to navigate through SAP (preferably S4Hana).
Experience with tabular and multi-dimensional modeling.
Balance multiple, competing priorities effectively, track documentation and deliverables in an organized manner.
Sound knowledge of traditional as well as agile software development methodologies.
Highly effective working in a team, as well as working independently.
Ideally knowledge/experience with Python, ABAP, R, Apache Spark, DAX, Azure Databricks, Azure EventHub’s, JSON.
English written/spoken required
FGF DNA
:
We are foodies and our passion is baked in...
Customer and Product Centricity -
You are always keeping our products front and center.
Flexibility, Agility, Adaptability
- You embrace speed, change and uncertainty.
Teamwork and Collaboration -
You are a relationship builder.
Passion for Excellence -
You look for innovative solutions and challenges the status quo.
Drives Execution -
You are a risk taker!
www.fgfbrands.com/careers
Follow us on LinkedIn Follow us on Glassdoor Follow us on Instagram
Disclaimer:
The above describes the general responsibilities, required knowledge and skills. Please keep in mind that other duties may be added, or this description may be amended at any time.
GENHO"
730,"Software Developer - Waterloo, ON - Indeed.com","Job Description:
We have an opening for a qualified candidate to take on a role as a Software Developer at Bioinformatics Solutions Inc (BSI) in Waterloo, Ontario.
Bioinformatics Solutions Inc. was founded in Waterloo, Canada in the year 2000 and has a long established history of generating innovative software platforms for the proteomics research community. We make software that easily, completely, sensitively and accurately retrieves the meaningful knowledge from complex experimental proteomic data. Furthermore, we offer complete de novo sequencing of antibodies and general proteomic services, using our state of the art mass spectrometry lab, house in our office in Waterloo.
Responsibilities:
Work in small, agile software teams to design, prototype and build industry leading proteomics software
Work on high throughput Java applications that handles terabytes of data utilising latest software technologies
General Requirements:
Bachelor degree in Computer Science or related fields
3+ years of experience working on production and consumer facing Java applications using JDK 8 or above
Experience working in agile development teams and ability to work in a dynamic, iterative development process
Excellent oral and written communication skills
Desire to learn latest technologies and apply them to improve your development practice
Technical Requirements:
Expertise in object-oriented design and implementation
Experience and proficiency with streams and reactive programming in Java
Experience working on high quality, high performance, high concurrency and distributed software systems
Current, hands-on Java development knowledge with asynchronous server-side technologies such as Play, Vertx, Akka etc.
Experience working with large amount of data and replicated/distributed database systems
Experience programming complex software systems with interactive microservices
Nice to Have:
Experience with Java FX applications
Experience with Akka’s actor based systems in production environment
Experience with Cassandra
Experience with virtualisation technologies and infrastructure
Master degree or higher in related fields
Knowledge of proteomics or bioinformatics in general
Ability to migrate research ideas and papers to production software
Please send your resume to jobs@bioinfor.com. We will contact you if we wish to arrange an interview.
We are always looking to expand our sales and development teams, as well as on the lookout for talented people with other areas of expertise. If you are interested in joining our team, please send your resume to jobs@bioinfor.com. We will contact you if we wish to arrange an interview."
731,"Senior Software Developer - Victoria, BC - Indeed.com","We are looking for a skilled, resourceful and enthusiastic senior level Software Developer to join us in building out our very large-scale, hardcore titles.
Ideally you are a full stack developer familiar with the gamut of application development languages and tools. These roles specifically call for expertise in Unity and C# across client and server, as well as significant experience with Android and iOS.
We're looking for excellence in software engineering, superior communication skills, and a great attitude for working in a team of highly talented people. A genuine love for gaming is a huge asset, as is understanding player needs and strategy game mechanics.
What you get to do each day:
Collaborate with designers, engineers and product managers to understand and implement game features and system improvements
Deliver high quality functional systems on timelines you commit to
Have passion for games and with a focus on player experience
Deftly navigate the balance between developing excellent software for a large player base with the need to manage a complex stack that is always live
Collaborate with team members to produce and manage scalable architectures, game features and system improvements
Take the lead in implementing key systems needed for scale & growth
Define, identify and resolve performance/stability issues both for the client and server
Work with awesome people just as passionate as you on projects they love
What you bring to the role:
Highly proficient in Unity and C#. Strong knowledge and experience in working with iOS and/or Android
Knowledge of common data structures and algorithms
Able to prioritize and handle multiple projects simultaneously
Superb written and verbal communication skills
Strong interest in video games
Knowledge of rendering pipelines, VFX and shaders.
A technology leader, with a proven record of developing and deploying complex software for cloud-based infrastructures
An engineer who takes initiative and likes to have autonomy
B.S. in Computer Science or equivalent
5+ years of commercial software development experience
Location: Canada, remote work or office in Victoria, BC
Reports to: Executive Producer
KIXEYE is committed to inclusive hiring practices! All are welcome; diverse candidates, women, and LGBTQ+ persons are strongly encouraged to apply.
Job Type: Full-time"
