,Title,Description
138,"programmer analyst - Saskatoon, SK - Indeed.com","Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Organized
Benefits
Medical Benefits
Dental Benefits
Group Insurance Benefits
Life Insurance Benefits
Pension Plan Benefits
Vision Care Benefits"
139,"developer, software - Edmonton, AB - Indeed.com","Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Research and evaluate a variety of software products
Program special effects software for film and video applications
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Program animation software to predefined specifications for interactive CDs, DVDs, video game cartridges and Internet-based applications
Programming Languages
PHP
Java
JavaScript
CSS
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Repetitive tasks
Attention to detail
Tight deadlines
Computer and Technology Knowledge
Word processing software
Spreadsheet
Networking software
Networking hardware
Intranet
Servers
Programming software
Web service design
Website creation and management software
MS Office
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Client focus
Organized"
140,"software developer - Mississauga, ON - Indeed.com","Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Research and evaluate a variety of software products
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Program animation software to predefined specifications for interactive CDs, DVDs, video game cartridges and Internet-based applications
Security and Safety
Criminal record check
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Attention to detail
Sitting
Tight deadlines
Computer and Technology Knowledge
Internet
Software development
MS Office
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Client focus
Organized
Workplace information
Remote work available"
141,"Software Developer - Vancouver, BC - Indeed.com","Salary: $42.00 - $44.00/Hourly
Job Type: Full Time, Permanent
Start Date: As soon as possible
Language: English
Minimum Education: Diploma
Positions Available: 1
NOC Group: Computer Programmers and Interactive Media Developers (2174)
NOC Job Title: Software Developer
Expires in 102 days
Expires: 2022-02-25
Posted: 2021-10-28
Last Updated: 2021-11-05
Job Location(s)
5701 Granville St
258
Vancouver, British Columbia
V6M 4J7, Canada
Job Description
About Vansky
Founded in 1999, Vansky.com is a comprehensive online message platform for residents of the Lower Mainland. For many years, Vansky has been the largest Vancouver-based classified website for local communities, groups and family-owned businesses. Each year, we provide thousands of classifieds for the make lives easy, better, and accessible.
We are currently seeking an experienced
Software Developer
to engage in progressive and spontaneous development and perfection of the Vansky application on multiple platforms. Additionally, the ideal candidate for this position should understand our users’ needs to enhance our motto “Creating for customers” as well as monitor performance, modify programs as needed, and develop solutions.
Details about the position
Job Title
: Software Developer
Hourly Wage
: $42.00-$44.00
Weekly hours
: 40 hours
Job Type
: 2 Years, Full-Time
Start Date
: As soon as possible
Location
: 258-5701 Granville St, Vancouver, BC V6M 4J7"
142,"Microsoft PowerApps & Flow Programmer - Toronto, ON - Indeed.com","We are looking for a young efficient and energetic Microsoft PowerApps & Flow programmer to join our team and develop custom apps in the Office365 and SharePoint environment.
Flexibility to work from home, so you need to demonstrate your ability to work reliably and independently.
Ideal for a student computer programming wiz who is in touch with latest Microsoft PowerApps and Flow.
Please send in your portfolio, qualifications, salary expectations to HR@LMMEngineering.com"
143,Front End Engineer | Ingénieur/ingénieure frontal - Remote - Indeed.com,"Are you interested in building products used by more than a billion people? Do you like shipping code at a rapid pace? Facebook is seeking an experienced Front End Engineer that is passionate about building mobile and desktop web applications. This position is full-time. -Êtes-vous intéressé par le développement de produits utilisés par plus d'un milliard de personnes? Aimez-vous expédier du code à un rythme rapide? Facebook recherche un ingénieur/ingénieure frontal expérimenté, passionné par la création d'applications web mobiles et de bureau. Ce poste est à temps plein.
Implement the features and user interfaces of Facebook products like News Feed | Mettre en œuvre les fonctionnalités et les interfaces utilisateur des produits Facebook, comme le fil d'actualité
Architect efficient and reusable front-end systems that drive complex web applications | Architecturer des systèmes frontaux efficaces et réutilisables qui pilotent des applications web complexes
Complete medium to large features (each with many tasks) independently without guidance | Réaliser des fonctionnalités de moyenne à grande échelle (chacune comportant de nombreuses tâches) de manière autonome, sans supervision.
Identify and drive changes as needed for assigned codebase, product area and/or systems | Identifier et conduire les changements nécessaires pour la base de code, le domaine de produit et/ou les systèmes assignés
Collaborate with Product Designers, Product Managers, and Software Engineers to deliver compelling user-facing products | Collaborer avec les concepteurs de produits, les gestionnaires de produits et les ingénieurs logiciels pour créer des produits attrayants pour les utilisateurs
Identify and resolve performance and scalability issues | Identifier et résoudre les problèmes de performance et d'évolutivité
2+ years of JavaScript experience, including concepts like asynchronous programming, closures, types, and ES6 | Au moins deux ans d'expérience en JavaScript, y compris des concepts tels que la programmation asynchrone, les fermetures, les types et ES6
2+ years of HTML/CSS experience, including concepts like layout, specificity, cross browser compatibility, and accessibility | Au moins deux ans d'expérience en HTML/CSS, y compris des concepts tels que la mise en page, la spécificité, la compatibilité entre navigateurs et l'accessibilité
2+ years experience with browser APIs and optimizing front end performance | Au moins deux ans d'expérience avec les API de navigateur et l'optimisation des performances frontales
Experience with React | Expérience avec React
BS/MS in Computer Science or a related technical field | Baccalauréat ou maîtrise en informatique ou dans un domaine technique connexe.
Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started."
144,"Software Developer in Test - Kitchener, ON - Indeed.com","Software Developer in Test-21000VNX
Applicants are required to read, write, and speak the following languages
:
English
Preferred Qualifications
Co-Op – (QA) Software Developer in Test – Enterprise Resource Planning, Oracle NetSuite
At Oracle NetSuite, we build the best-in-class system for automating business processes. We help our customers run their businesses and scale with them as they grow. As a premier part of Oracle’s organization, Development teams at NetSuite enjoys a start-up culture with the added benefits of the strength and stability of a global organization. Our work environment is open and agile. We thrive on collaboration and global partnership to build a seamlessly integrated suite of features and flexible solutions. We have developers and product owners in eight offices worldwide, all rallying around one common purpose – helping our customers achieve their goals.
NetSuite developers do more than write code. We become specialists in our business domain and take the time to deeply understand our customers’ goals. We own the design of our product, bringing questions and ideas to the table and analyzing them. We develop greenfield code for new engines as well as maintain a powerful legacy codebase.
So, you're interested in a co-op? We're looking for students who have great attention to detail, are currently enrolled in a Computer Science or Engineering degree with experience with object-oriented or scripting language (academic or industry) and understand HTML, CSS and DOM. If you enjoy critical thinking and problem solving and are a strong communicator, take this as a sign to apply!
Co-Op students at NetSuite are a key part of the larger teams success and are treated like full-time employees. When you join our co-op program, you will be given a mentor to help you succeed and achieve your goals. We have a thriving co-op social program across our North American offices and create the space for you to network with and get to know our senior leaders. Looking for more information? Read
this blog post
where our co-op students (many are now full-time!) tell you more about their experience in our program.
Curious about what you'll do? Here's a sample of tasks and projects our co-op students work on:
Play a part in the delivery of high-quality testable software, from requirement analysis to implementation and acceptance testing.
Implement automated tests for a database-driven web application.
Participate in test plan creation and ensure comprehensive test coverage of features.
Join the team’s code review process in an active and timely fashion.
Take part in the resolution of production issues and work with team members, including Technical Support teams, to see the resolution through to completion.
Collaborate with fellow team members across all roles to deliver on a shared responsibility for quality.
Assist in product roadmap discussions and implementation.
Follow the mentorship of full-time team members.
Participate in initiatives that make us stronger as a team (e.g. internal dash-boarding, metrics for our success in production, improved build processes).
Contribute ideas and effort for continuous improvement for the team, in its Agile process and in its general team effectiveness.
We encourage you to apply if you have most (or all!!) of the following:
Experience with relational databases and SQL
Understanding of HTML, CSS and DOM
A passion for software quality
Knowledge of QA processes and methodologies
Co-op/intern or other industry experience in software is a plus
What we provide:
Competitive salary for co-op's in the technology and software industry.
Work life balance – Our world-wide team supports each other so that your evenings and weekends are
actually
your own.
A hybrid/remote work week, which gives you more flexibility to work from the location that is best for you.
Regular team events that range from digital puzzles and video games to drive-ins and donut parties.
Access to learning and skills development platforms as well as mentorship opportunities for all program participants.
Our commitment to you:
We don’t just value differences—we celebrate them. We’re committed to creating a workplace where all kinds of people work together. We believe innovation starts with diversity and inclusion.Oracle NetSuite is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veteran’s status or any other characteristic protected by law.
Detailed Description and Job Requirements
This job code is utilized for the majority of our temporary hires. The individual is performing hourly job duties as defined under the Fair Labor Standards Act.
Job
:
All Roles
Location
:
CA-CA,Canada-Kitchener
Job Type
:
Temporary Employee Hire
Organization
:
Oracle"
145,"Unity 3D Programmer - Edmonton, AB - Indeed.com","Endeavor Technologies develops advanced oil and gas drilling and well control simulators dedicated towards an immersive user learning experience for hazardous situations, and equipment operations. At Endeavor, we focus on quality and subject matter to produce simulators we would want to train ourselves. A career at Endeavor is about passion and commitment, while working on some of the most rewarding and challenging projects to be found in the simulator industry. Endeavor operates in Edmonton and Calgary while preparing for worldwide locations in 2016.
Please provide the job title that you are applying for in the header of the email, and any code samples if possible. Address your CVs to info@drillingsimulator.com
At this stage, we are only considering candidates who are willing to relocate.
What you'll do:
Join a team to develop the world's most immersive training simulator for the petroleum industry.
Work under the lead programmer to add new features as requested by clients
Minimum Requirements:
Bachelor degree in Computer Science or related field, or equivalent professional experience
2+ years working on Unity3D in C# as a software developer or game developer
Excellent references and coding samples
Preferred Requirements:
Knowledge of petroleum engineering
Unity3D experience in C#
Knowledge of advanced mathematics or physics
Knowledge of computational modelling techniques
Required experience:
Unity3D: 2 years
Keywords:
Software Developer
Software Engineer
Software Programmer
Game Developer
Gameplay Programmer
Game Development
C# Programmer
C# Developer
Unity 3D
Unity3D
Unity
Software Engineering"
146,"programmer analyst - Saskatoon, SK - Indeed.com","Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Organized
Benefits
Medical Benefits
Dental Benefits
Group Insurance Benefits
Life Insurance Benefits
Pension Plan Benefits
Vision Care Benefits"
147,"developer, software - Edmonton, AB - Indeed.com","Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Research and evaluate a variety of software products
Program special effects software for film and video applications
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Program animation software to predefined specifications for interactive CDs, DVDs, video game cartridges and Internet-based applications
Programming Languages
PHP
Java
JavaScript
CSS
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Repetitive tasks
Attention to detail
Tight deadlines
Computer and Technology Knowledge
Word processing software
Spreadsheet
Networking software
Networking hardware
Intranet
Servers
Programming software
Web service design
Website creation and management software
MS Office
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Client focus
Organized"
148,"software developer - Mississauga, ON - Indeed.com","Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Research and evaluate a variety of software products
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Program animation software to predefined specifications for interactive CDs, DVDs, video game cartridges and Internet-based applications
Security and Safety
Criminal record check
Work Conditions and Physical Capabilities
Fast-paced environment
Work under pressure
Attention to detail
Sitting
Tight deadlines
Computer and Technology Knowledge
Internet
Software development
MS Office
Personal Suitability
Initiative
Effective interpersonal skills
Accurate
Team player
Excellent oral communication
Excellent written communication
Client focus
Organized
Workplace information
Remote work available"
149,"Software Developer - Vancouver, BC - Indeed.com","Salary: $42.00 - $44.00/Hourly
Job Type: Full Time, Permanent
Start Date: As soon as possible
Language: English
Minimum Education: Diploma
Positions Available: 1
NOC Group: Computer Programmers and Interactive Media Developers (2174)
NOC Job Title: Software Developer
Expires in 102 days
Expires: 2022-02-25
Posted: 2021-10-28
Last Updated: 2021-11-05
Job Location(s)
5701 Granville St
258
Vancouver, British Columbia
V6M 4J7, Canada
Job Description
About Vansky
Founded in 1999, Vansky.com is a comprehensive online message platform for residents of the Lower Mainland. For many years, Vansky has been the largest Vancouver-based classified website for local communities, groups and family-owned businesses. Each year, we provide thousands of classifieds for the make lives easy, better, and accessible.
We are currently seeking an experienced
Software Developer
to engage in progressive and spontaneous development and perfection of the Vansky application on multiple platforms. Additionally, the ideal candidate for this position should understand our users’ needs to enhance our motto “Creating for customers” as well as monitor performance, modify programs as needed, and develop solutions.
Details about the position
Job Title
: Software Developer
Hourly Wage
: $42.00-$44.00
Weekly hours
: 40 hours
Job Type
: 2 Years, Full-Time
Start Date
: As soon as possible
Location
: 258-5701 Granville St, Vancouver, BC V6M 4J7"
150,"Microsoft PowerApps & Flow Programmer - Toronto, ON - Indeed.com","We are looking for a young efficient and energetic Microsoft PowerApps & Flow programmer to join our team and develop custom apps in the Office365 and SharePoint environment.
Flexibility to work from home, so you need to demonstrate your ability to work reliably and independently.
Ideal for a student computer programming wiz who is in touch with latest Microsoft PowerApps and Flow.
Please send in your portfolio, qualifications, salary expectations to HR@LMMEngineering.com"
151,Front End Engineer | Ingénieur/ingénieure frontal - Remote - Indeed.com,"Are you interested in building products used by more than a billion people? Do you like shipping code at a rapid pace? Facebook is seeking an experienced Front End Engineer that is passionate about building mobile and desktop web applications. This position is full-time. -Êtes-vous intéressé par le développement de produits utilisés par plus d'un milliard de personnes? Aimez-vous expédier du code à un rythme rapide? Facebook recherche un ingénieur/ingénieure frontal expérimenté, passionné par la création d'applications web mobiles et de bureau. Ce poste est à temps plein.
Implement the features and user interfaces of Facebook products like News Feed | Mettre en œuvre les fonctionnalités et les interfaces utilisateur des produits Facebook, comme le fil d'actualité
Architect efficient and reusable front-end systems that drive complex web applications | Architecturer des systèmes frontaux efficaces et réutilisables qui pilotent des applications web complexes
Complete medium to large features (each with many tasks) independently without guidance | Réaliser des fonctionnalités de moyenne à grande échelle (chacune comportant de nombreuses tâches) de manière autonome, sans supervision.
Identify and drive changes as needed for assigned codebase, product area and/or systems | Identifier et conduire les changements nécessaires pour la base de code, le domaine de produit et/ou les systèmes assignés
Collaborate with Product Designers, Product Managers, and Software Engineers to deliver compelling user-facing products | Collaborer avec les concepteurs de produits, les gestionnaires de produits et les ingénieurs logiciels pour créer des produits attrayants pour les utilisateurs
Identify and resolve performance and scalability issues | Identifier et résoudre les problèmes de performance et d'évolutivité
2+ years of JavaScript experience, including concepts like asynchronous programming, closures, types, and ES6 | Au moins deux ans d'expérience en JavaScript, y compris des concepts tels que la programmation asynchrone, les fermetures, les types et ES6
2+ years of HTML/CSS experience, including concepts like layout, specificity, cross browser compatibility, and accessibility | Au moins deux ans d'expérience en HTML/CSS, y compris des concepts tels que la mise en page, la spécificité, la compatibilité entre navigateurs et l'accessibilité
2+ years experience with browser APIs and optimizing front end performance | Au moins deux ans d'expérience avec les API de navigateur et l'optimisation des performances frontales
Experience with React | Expérience avec React
BS/MS in Computer Science or a related technical field | Baccalauréat ou maîtrise en informatique ou dans un domaine technique connexe.
Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started."
152,"Software Developer in Test - Kitchener, ON - Indeed.com","Software Developer in Test-21000VNX
Applicants are required to read, write, and speak the following languages
:
English
Preferred Qualifications
Co-Op – (QA) Software Developer in Test – Enterprise Resource Planning, Oracle NetSuite
At Oracle NetSuite, we build the best-in-class system for automating business processes. We help our customers run their businesses and scale with them as they grow. As a premier part of Oracle’s organization, Development teams at NetSuite enjoys a start-up culture with the added benefits of the strength and stability of a global organization. Our work environment is open and agile. We thrive on collaboration and global partnership to build a seamlessly integrated suite of features and flexible solutions. We have developers and product owners in eight offices worldwide, all rallying around one common purpose – helping our customers achieve their goals.
NetSuite developers do more than write code. We become specialists in our business domain and take the time to deeply understand our customers’ goals. We own the design of our product, bringing questions and ideas to the table and analyzing them. We develop greenfield code for new engines as well as maintain a powerful legacy codebase.
So, you're interested in a co-op? We're looking for students who have great attention to detail, are currently enrolled in a Computer Science or Engineering degree with experience with object-oriented or scripting language (academic or industry) and understand HTML, CSS and DOM. If you enjoy critical thinking and problem solving and are a strong communicator, take this as a sign to apply!
Co-Op students at NetSuite are a key part of the larger teams success and are treated like full-time employees. When you join our co-op program, you will be given a mentor to help you succeed and achieve your goals. We have a thriving co-op social program across our North American offices and create the space for you to network with and get to know our senior leaders. Looking for more information? Read
this blog post
where our co-op students (many are now full-time!) tell you more about their experience in our program.
Curious about what you'll do? Here's a sample of tasks and projects our co-op students work on:
Play a part in the delivery of high-quality testable software, from requirement analysis to implementation and acceptance testing.
Implement automated tests for a database-driven web application.
Participate in test plan creation and ensure comprehensive test coverage of features.
Join the team’s code review process in an active and timely fashion.
Take part in the resolution of production issues and work with team members, including Technical Support teams, to see the resolution through to completion.
Collaborate with fellow team members across all roles to deliver on a shared responsibility for quality.
Assist in product roadmap discussions and implementation.
Follow the mentorship of full-time team members.
Participate in initiatives that make us stronger as a team (e.g. internal dash-boarding, metrics for our success in production, improved build processes).
Contribute ideas and effort for continuous improvement for the team, in its Agile process and in its general team effectiveness.
We encourage you to apply if you have most (or all!!) of the following:
Experience with relational databases and SQL
Understanding of HTML, CSS and DOM
A passion for software quality
Knowledge of QA processes and methodologies
Co-op/intern or other industry experience in software is a plus
What we provide:
Competitive salary for co-op's in the technology and software industry.
Work life balance – Our world-wide team supports each other so that your evenings and weekends are
actually
your own.
A hybrid/remote work week, which gives you more flexibility to work from the location that is best for you.
Regular team events that range from digital puzzles and video games to drive-ins and donut parties.
Access to learning and skills development platforms as well as mentorship opportunities for all program participants.
Our commitment to you:
We don’t just value differences—we celebrate them. We’re committed to creating a workplace where all kinds of people work together. We believe innovation starts with diversity and inclusion.Oracle NetSuite is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veteran’s status or any other characteristic protected by law.
Detailed Description and Job Requirements
This job code is utilized for the majority of our temporary hires. The individual is performing hourly job duties as defined under the Fair Labor Standards Act.
Job
:
All Roles
Location
:
CA-CA,Canada-Kitchener
Job Type
:
Temporary Employee Hire
Organization
:
Oracle"
153,"Unity 3D Programmer - Edmonton, AB - Indeed.com","Endeavor Technologies develops advanced oil and gas drilling and well control simulators dedicated towards an immersive user learning experience for hazardous situations, and equipment operations. At Endeavor, we focus on quality and subject matter to produce simulators we would want to train ourselves. A career at Endeavor is about passion and commitment, while working on some of the most rewarding and challenging projects to be found in the simulator industry. Endeavor operates in Edmonton and Calgary while preparing for worldwide locations in 2016.
Please provide the job title that you are applying for in the header of the email, and any code samples if possible. Address your CVs to info@drillingsimulator.com
At this stage, we are only considering candidates who are willing to relocate.
What you'll do:
Join a team to develop the world's most immersive training simulator for the petroleum industry.
Work under the lead programmer to add new features as requested by clients
Minimum Requirements:
Bachelor degree in Computer Science or related field, or equivalent professional experience
2+ years working on Unity3D in C# as a software developer or game developer
Excellent references and coding samples
Preferred Requirements:
Knowledge of petroleum engineering
Unity3D experience in C#
Knowledge of advanced mathematics or physics
Knowledge of computational modelling techniques
Required experience:
Unity3D: 2 years
Keywords:
Software Developer
Software Engineer
Software Programmer
Game Developer
Gameplay Programmer
Game Development
C# Programmer
C# Developer
Unity 3D
Unity3D
Unity
Software Engineering"
154,"Entry Level Software Engineer - Toronto, ON - Indeed.com","Would you like to work in a vibrant environment where teamwork, creativity and technical excellence are expected and enjoyed?
We are seeking an entry level engineer to join our talented Engineering team. This is a technical role focused on the development of new features in our product. If you think logically and enjoy problem solving, then you have the potential to become a great software engineer.
As an entry level engineer, you will work alongside and learn from our experienced engineers, applying your technical and problem-solving capabilities to implement a software solution that meets business requirements.
Our iterative approach to product development focuses on the features customers need, so they can get up to speed as fast as possible and be one step closer to achieving their goals.
Going above and beyond implementing new features, we focus on customer experience, building high quality, secure, and scalable software. We want our customers to end their legacy processes and embrace Enable for their financial processes.
As part of the Engineering team, you will be immersed in the full product engineering process, using modern software technologies, and contributing to the technical design, implementation, testing, deployment, ongoing support, and maintenance of the software.
We'll provide extensive training on all the skills and technologies you'll need to succeed in this role. Although it is not essential, you will benefit from experience with .NET, C#, and key web technologies such as HTML, CSS, and JavaScript.
We are seeking someone who is driven to develop their skills and is passionate about technology. This is an exciting role with excellent career and salary opportunities. To apply you must have a bachelor’s degree with a minimum 3.3 GPA in Computer Science, Engineering, Mathematics, Physics, or another numerate subject.
Help us power the deal economy
At Enable we’re building software that helps our customers seize every opportunity the deal economy represents. In doing this, we are one step closer in achieving our vision of intelligent plans connecting every business relationship. But we can’t do this alone. We’re looking for go-getters, innovators, and leaders who can take us to the next level in helping the world make better deals.
Enable is so much more than rebate management. It's the leading collaboration platform for maximizing the performance of your B2B deals, while improving financial transparency and operational efficiency.
We're reshaping how B2B deals are deployed, managed, and measured to help both sides of the trading relationship succeed.
We launched our flagship product in 2016, and we’ve been growing our client base, product portfolio, and hyper-talented team ever since.
Location
Toronto, ON
Benefits
In addition to an excellent starting salary, you will enjoy a range of benefits, including:
Equity incentive plan
Regular social events
Free food and drink
Significant investment in skills development and training
Annual bonus
Life insurance
Wellness benefit'
'
Work Remotely
No
Job Types: Full-time, Permanent
Salary: $70,000.00 per year
Additional pay:
Bonus pay
Benefits:
Company events
Discounted or free food
Life insurance
Stock options
Wellness program
Work from home
Schedule:
Monday to Friday
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)
Application question(s):
Do you require visa sponsorship now or in the future to work in Canada?
Education:
Bachelor's Degree (required)"
155,"Fanshawe IT Students: Co-Op Associate Software Engineer - London, ON - Indeed.com","THIS IS A Co-OP POSITION AND IS FOR FANSHAWE IT STUDENTS ONLY
Join our Team CARFAX as a Co-OP Associate Software Engineer
When was the last time you bragged about where you work? At CARFAX, we do it every day. Why? Because we’re proud to work for a company with a strong mission and trusted brand. We’re proud to work with people who care about what they do and work hard every day to deliver their best. We’ve created the type of company culture where the term, “work- hard play- hard” is taken to new heights. Even today, while working remotely, temporarily due to COVID-19, our culture is strong and our team is connected!
The
Associate
Software Engineer
role is a part of the
Business Technology
team, which helps CARFAX build and support products that help millions of people!
As an Associate Software Engineer you will:
Receive a thorough orientation to CARFAX development technologies and processes as part of the Software Engineering Development Program
Work in a dynamic, agile team environment developing awesome applications
Collaborate closely with other engineers, stakeholders, and internal customers
Promote great software design and quality
Innovate new ideas to evolve our applications and processes
To be successful in this role, you will need:
Experience working in a collaborative team environment
Experience solving problems with code (proficiency in at least one language)
Experience building websites"
156,"Java Programmer & Web Developer - Uxbridge, ON - Indeed.com","Overview
As a Java Programmer & Web Developer, you're invested in the research and development of Workzoom as well as ongoing maintenance and improvement projects using a wide range of technical skills. You consider yourself tech-savvy with great communication skills. You get excited at the opportunity to combine your love of problem solving with your technical know-how to come up with cutting-edge technical solutions as directed. You like to joke around but are serious about clean, efficient code that goes above and beyond. You're looking for an opportunity to be recognized for being yourself while flexing all your skills and experience to achieve great things with a group of awesome people.
Responsibilities
You will - Analyze, design, program, test and debug Workzoom software - Understand the current people management software landscape and bring that insight to research and development projects - Maintain and improve Workzoom on an ongoing basis - Troubleshoot technical issues and prepare technical documents when required - Get excited about researching and experimenting with different options to uncover cutting edge technical solutions as directed
Qualifications
You have - A degree in Computer Science or Engineering or equivalent - High competency in Java and good working knowledge of web technologies including JSON, XML, HTML, CSS, JavaScript, AJAX - Ability to develop using the Agile methodology while working on multiple projects concurrently - Strong analytical and problem-solving abilities - Great communication and interpersonal skills and enjoy interacting with the team - A commitment to continuous learning
Employment Level
Full-time
Work Conditions
This is salaried position located in Uxbridge Ontario.
Reference ID: 2021-1105
Application deadline: 2021-11-19
Job Types: Full-time, Permanent
Benefits:
Casual dress
Dental care
Extended health care
On-site parking
Paid time off
Vision care
Schedule:
Monday to Friday"
157,"Software Engineer (Backend NodeJS, Mongo DB) - Toronto, ON - Indeed.com","About:
We are looking for an incredible Customer Success Engineer who is passionate about solving customer problems. You will be responsible for bridging the gap between sales/customer support and engineering, and deliver solutions that meaningfully impact our customers.
This is a high growth opportunity with equity and stock options available for the right candidates in the future. We are growing and scaling up, they want their core team members to grow with them! If you want to be the next CTO, you have the opportunity here with us!
The Role
Some of the things we’d love to have you do in your first six months include:
Create complete end-to-end applications using
NodeJS, TypeScript, MongoDB and React
Build large scale
REST API’s serving over 1 million requests a month
Help bridge the gap between the sales and engineering teams
Engage with other engineers to identify root problems and create fixes
Build internal administration tooling to streamline user management, onboarding, reviews and other internal operations
Provide input to product design and help optimize UX flows for our customers
Work closely with customers and identity, debug and help fix their issues
Participate in agile project planning
Work with product management to plan features and estimate their complexity
Manage a portfolio of key clients
Identify attrition risks and develop custom retention plans
Be a voice for accounts internally and other team members to understand product concerns, shortcomings, and missing features that are retention risks.
You are the ideal candidate if you:
Have a minimum of 2+ years experience in a full stack engineering or developer position, preferably in the tech / startup universe.
Have experience with JavaScript/TypeScript - we’re a Node.js, TypeScript, React platform
Have strong knowledge of
REST API
services and how they are designed
Have experience working with and creating REST API documentation
Have strong written and communication skills, with the ability to explain complicated technical systems in a way that non-technical people can understand
Are perpetually curious and always learning - whether about the latest languages, frameworks, best practices or the tech industry in general
Rise to a challenge and can handle change and uncertainty, at times
Are a team-player - our team is small and mighty, and we collaborate constantly - we want someone who is always willing to pitch in and isn’t afraid to ask for help
Are a self-starter, a problem-solver, and a creative thinker
If you join us, you will have:
The opportunity to help shape our client and its engineering practices as it scales
A huge impact building automated solutions with the potential to go international
Personal and professional growth. We care about getting better everyday and leveling up. Our goal is to make Our client a step-change career opportunity.
A competitive salary + equity for the right candidate (in the future)
About The Company
Our mission is to create well designed APIs that enable businesses to automate and scale otherwise manual processes. We strive to ensure the security, reliability and scalability of our solutions. Most importantly, we move quickly in order to address customer needs faster than anyone in our industry!
Even if you don't meet every requirement in this job description, we still encourage you to apply. We're eager to work with people who are eager to work for us, especially those with unconventional career paths. Make a case for why you! We're looking for ambitious team players who will add value and stick with us as we grow - not just candidates who check all the boxes!
We believe that diversity is key to building high-performing teams, and creating an inclusive work environment is our priority. We are an equal opportunity employer and we welcome people of diverse backgrounds, perspectives, and skills. We will work with applicants to provide accommodations at any stage of the hiring process.
Expected start date: 2021-11-15
Job Types: Full-time, Permanent
Salary: $55,000.00-$80,000.00 per year
Additional pay:
Bonus pay
Commission pay
Benefits:
Dental care
Extended health care
On-site parking
Paid time off
Vision care
Work from home
Schedule:
8 hour shift
Day shift
Monday to Friday
Application question(s):
Are you comfortable communicating with clients/prospects?
Experience:
REST API: 1 year (preferred)
MongoDB: 1 year (preferred)
Work remotely:
Yes"
